RUN	LoadTest	loadtest	1697836068263	 	3.5.0
REQUEST		getOrders Redirect 1	1697836075619	1697836135634	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135634
USER	first scenario	END	1697836135634
REQUEST		getOrders Redirect 1	1697836075645	1697836135650	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135650
REQUEST		getOrders Redirect 1	1697836075653	1697836135665	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135665
REQUEST		getOrders Redirect 1	1697836075663	1697836135665	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135665
REQUEST		getOrders Redirect 1	1697836075665	1697836135669	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135669
REQUEST		getOrders Redirect 1	1697836075682	1697836135694	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135694
REQUEST		getOrders Redirect 1	1697836075691	1697836135697	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135697
REQUEST		getOrders Redirect 1	1697836075771	1697836135775	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135775
REQUEST		getOrders Redirect 1	1697836075803	1697836135806	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135806
REQUEST		getOrders Redirect 1	1697836075821	1697836135821	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135821
REQUEST		getOrders Redirect 1	1697836075821	1697836135821	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135821
REQUEST		getOrders Redirect 1	1697836075821	1697836135837	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135837
REQUEST		getOrders Redirect 1	1697836075847	1697836135852	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135852
REQUEST		getOrders Redirect 1	1697836075865	1697836135867	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135867
REQUEST		getOrders Redirect 1	1697836075880	1697836135880	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135880
REQUEST		getOrders Redirect 1	1697836075892	1697836135899	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135899
REQUEST		getOrders Redirect 1	1697836075919	1697836135930	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836075922	1697836135930	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135930
USER	first scenario	END	1697836135930
REQUEST		getOrders Redirect 1	1697836075923	1697836135931	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135931
REQUEST		getOrders Redirect 1	1697836075990	1697836135992	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135992
REQUEST		getOrders Redirect 1	1697836075981	1697836135992	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836135992
REQUEST		getOrders Redirect 1	1697836076000	1697836136005	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136005
REQUEST		getOrders Redirect 1	1697836076000	1697836136007	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136007
REQUEST		getOrders Redirect 1	1697836076016	1697836136023	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136023
REQUEST		getOrders Redirect 1	1697836076027	1697836136039	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136039
REQUEST		getOrders Redirect 1	1697836076045	1697836136053	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136053
REQUEST		getOrders Redirect 1	1697836076231	1697836136062	OK	 
USER	first scenario	END	1697836136062
REQUEST		getOrders Redirect 1	1697836076067	1697836136069	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136069
REQUEST		getOrders Redirect 1	1697836076084	1697836136085	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076075	1697836136085	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076075	1697836136085	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136085
USER	first scenario	END	1697836136085
USER	first scenario	END	1697836136085
REQUEST		getOrders Redirect 1	1697836076091	1697836136093	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136093
REQUEST		getOrders Redirect 1	1697836076091	1697836136100	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076098	1697836136100	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136100
USER	first scenario	END	1697836136100
REQUEST		getOrders Redirect 1	1697836076125	1697836136132	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136132
REQUEST		getOrders Redirect 1	1697836076172	1697836136176	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136177
REQUEST		getOrders Redirect 1	1697836076169	1697836136178	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136179
REQUEST		getOrders Redirect 1	1697836076223	1697836136225	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136225
REQUEST		getOrders Redirect 1	1697836076231	1697836136241	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076228	1697836136241	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136241
USER	first scenario	END	1697836136241
REQUEST		getOrders Redirect 1	1697836076250	1697836136257	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076256	1697836136257	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136257
USER	first scenario	END	1697836136257
REQUEST		getOrders Redirect 1	1697836076256	1697836136272	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136272
REQUEST		getOrders Redirect 1	1697836076485	1697836136273	OK	 
USER	first scenario	END	1697836136274
REQUEST		getOrders Redirect 1	1697836076443	1697836136444	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136444
REQUEST		getOrders Redirect 1	1697836076490	1697836136494	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136494
REQUEST		getOrders Redirect 1	1697836076598	1697836136598	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076598	1697836136598	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136598
USER	first scenario	END	1697836136598
REQUEST		getOrders Redirect 1	1697836076637	1697836136644	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136644
REQUEST		getOrders Redirect 1	1697836076677	1697836136691	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136691
REQUEST		getOrders Redirect 1	1697836076713	1697836136721	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136722
REQUEST		getOrders Redirect 1	1697836076755	1697836136760	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136760
REQUEST		getOrders Redirect 1	1697836076753	1697836136769	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076767	1697836136769	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136769
USER	first scenario	END	1697836136769
REQUEST		getOrders Redirect 1	1697836076770	1697836136771	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136771
REQUEST		getOrders Redirect 1	1697836076770	1697836136785	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136785
REQUEST		getOrders Redirect 1	1697836076792	1697836136799	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136799
REQUEST		getOrders Redirect 1	1697836076828	1697836136833	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136833
REQUEST		getOrders Redirect 1	1697836076850	1697836136863	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836136863
REQUEST		getOrders Redirect 1	1697836076987	1697836137002	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836076997	1697836137002	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137002
USER	first scenario	END	1697836137002
REQUEST		getOrders Redirect 1	1697836077007	1697836137016	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137016
REQUEST		getOrders Redirect 1	1697836077046	1697836137048	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137048
REQUEST		getOrders Redirect 1	1697836077078	1697836137079	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137079
REQUEST		getOrders Redirect 1	1697836077094	1697836137095	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137095
REQUEST		getOrders Redirect 1	1697836081607	1697836137117	OK	 
USER	first scenario	END	1697836137117
REQUEST		getOrders Redirect 1	1697836077175	1697836137190	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137190
REQUEST		getOrders Redirect 1	1697836077277	1697836137283	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836077277	1697836137283	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137283
USER	first scenario	END	1697836137283
REQUEST		getOrders Redirect 1	1697836077278	1697836137284	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137284
REQUEST		getOrders Redirect 1	1697836077292	1697836137294	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137294
REQUEST		getOrders Redirect 1	1697836077302	1697836137305	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137305
REQUEST		getOrders Redirect 1	1697836077301	1697836137315	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137315
REQUEST		getOrders Redirect 1	1697836077363	1697836137376	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137376
REQUEST		getOrders Redirect 1	1697836079877	1697836137400	OK	 
USER	first scenario	END	1697836137401
REQUEST		getOrders Redirect 1	1697836077419	1697836137423	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836077411	1697836137423	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137423
USER	first scenario	END	1697836137423
REQUEST		getOrders Redirect 1	1697836078738	1697836137458	OK	 
USER	first scenario	END	1697836137459
REQUEST		getOrders Redirect 1	1697836077499	1697836137500	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137500
REQUEST		getOrders Redirect 1	1697836077559	1697836137561	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137561
REQUEST		getOrders Redirect 1	1697836090897	1697836137591	OK	 
USER	first scenario	END	1697836137592
REQUEST		getOrders Redirect 1	1697836077634	1697836137635	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137635
REQUEST		getOrders Redirect 1	1697836077631	1697836137639	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836077634	1697836137639	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137639
USER	first scenario	END	1697836137639
REQUEST		getOrders Redirect 1	1697836077760	1697836137764	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836077760	1697836137764	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137764
USER	first scenario	END	1697836137764
REQUEST		getOrders Redirect 1	1697836077764	1697836137769	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137769
REQUEST		getOrders Redirect 1	1697836077833	1697836137841	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137841
REQUEST		getOrders Redirect 1	1697836079272	1697836137950	OK	 
USER	first scenario	END	1697836137951
REQUEST		getOrders Redirect 1	1697836081669	1697836137981	OK	 
USER	first scenario	END	1697836137982
REQUEST		getOrders Redirect 1	1697836077993	1697836137996	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836077992	1697836137996	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836137996
USER	first scenario	END	1697836137997
REQUEST		getOrders Redirect 1	1697836078377	1697836138032	OK	 
USER	first scenario	END	1697836138033
REQUEST		getOrders Redirect 1	1697836078040	1697836138042	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138042
REQUEST		getOrders Redirect 1	1697836078080	1697836138080	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138080
REQUEST		getOrders Redirect 1	1697836078080	1697836138089	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138089
REQUEST		getOrders Redirect 1	1697836078198	1697836138198	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836078197	1697836138198	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
REQUEST		getOrders Redirect 1	1697836078197	1697836138198	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138198
USER	first scenario	END	1697836138198
USER	first scenario	END	1697836138198
REQUEST		getOrders Redirect 1	1697836078213	1697836138214	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138214
REQUEST		getOrders Redirect 1	1697836083251	1697836138235	OK	 
USER	first scenario	END	1697836138236
REQUEST		getOrders Redirect 1	1697836080428	1697836138291	OK	 
USER	first scenario	END	1697836138291
REQUEST		getOrders Redirect 1	1697836078745	1697836138353	OK	 
USER	first scenario	END	1697836138354
REQUEST		getOrders Redirect 1	1697836080972	1697836138484	OK	 
USER	first scenario	END	1697836138485
REQUEST		getOrders Redirect 1	1697836078559	1697836138569	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138569
REQUEST		getOrders Redirect 1	1697836078607	1697836138614	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138614
REQUEST		getOrders Redirect 1	1697836078639	1697836138646	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138646
REQUEST		getOrders Redirect 1	1697836078651	1697836138653	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836138653
REQUEST		getOrders Redirect 1	1697836079481	1697836138661	OK	 
USER	first scenario	END	1697836138662
REQUEST		getOrders Redirect 1	1697836080885	1697836138740	OK	 
USER	first scenario	END	1697836138741
REQUEST		getOrders Redirect 1	1697836080876	1697836138817	OK	 
USER	first scenario	END	1697836138818
REQUEST		getOrders Redirect 1	1697836080876	1697836138892	OK	 
USER	first scenario	END	1697836138893
REQUEST		getOrders Redirect 1	1697836089034	1697836139003	OK	 
USER	first scenario	END	1697836139005
REQUEST		getOrders Redirect 1	1697836081173	1697836139170	OK	 
USER	first scenario	END	1697836139171
REQUEST		getOrders Redirect 1	1697836081861	1697836139179	OK	 
USER	first scenario	END	1697836139180
REQUEST		getOrders Redirect 1	1697836080797	1697836139206	OK	 
USER	first scenario	END	1697836139206
REQUEST		getOrders Redirect 1	1697836079729	1697836139262	OK	 
USER	first scenario	END	1697836139262
REQUEST		getOrders Redirect 1	1697836079441	1697836139448	OK	 
USER	first scenario	END	1697836139448
REQUEST		getOrders Redirect 1	1697836086340	1697836139462	OK	 
USER	first scenario	END	1697836139462
REQUEST		getOrders Redirect 1	1697836079554	1697836139559	KO	i.g.h.c.i.RequestTimeoutException: Request timeout to www.mvideo.ru/185.71.67.88:443 after 60000 ms
USER	first scenario	END	1697836139559
REQUEST		getOrders Redirect 1	1697836084768	1697836139574	OK	 
USER	first scenario	END	1697836139575
REQUEST		getOrders Redirect 1	1697836081455	1697836139619	OK	 
USER	first scenario	END	1697836139620
REQUEST		getOrders Redirect 1	1697836085791	1697836139664	OK	 
USER	first scenario	END	1697836139665
REQUEST		getOrders Redirect 1	1697836080325	1697836139678	OK	 
USER	first scenario	END	1697836139679
REQUEST		getOrders Redirect 1	1697836088009	1697836139738	OK	 
USER	first scenario	END	1697836139738
REQUEST		getOrders Redirect 1	1697836086027	1697836139802	OK	 
USER	first scenario	END	1697836139802
REQUEST		getOrders Redirect 1	1697836080261	1697836140023	OK	 
USER	first scenario	END	1697836140023
REQUEST		getOrders Redirect 1	1697836083507	1697836140088	OK	 
USER	first scenario	END	1697836140089
